Title,DOI,Journal,Published on,Policy citation count,Type,Publisher,Authors,Your tags,ORCIDs
Checking the pregnancy checkbox: Evaluation of a four‐state quality assurance pilot,10.1111/birt.12425,Birth,12/1/2019,2,journal-article,Wiley,Anna E C Daymude - Emory University; Andrea Catalano - Centers for Disease Control and Prevention; Dave Goodman - Centers for Disease Control and Prevention,,0000-0003-3140-1563
Success of a South-South collaboration on Human Resources Information Systems (HRIS) in health: a case of Kenya and Zambia HRIS collaboration,10.1186/s12960-019-0342-z,Human Resources for Health,12/1/2019,3,journal-article,Springer Nature,"Victor Were - Emory University; Tom Oluoch - Centers for Disease Control and Prevention; Prachi Mehta - Centers for Disease Control and Prevention; Keith P Waters - Centers for Disease Control and Prevention; Bwalya Chiteba - US Centers for Disease Control and Prevention (CDC), Lusaka, Zambia.; Rose Kiriinya - Emory University; George Mburu - Emory University; Kevin Lanyo - Emory University; Elizabeth Jere - University of Zambia; Agnes N Waudo - Emory University; Martha Rodgers - Emory University",,0000-0001-8475-6320; 0000-0001-9621-5900
Changing the conversation: applying a health equity framework to maternal mortality reviews,10.1016/j.ajog.2019.08.057,American Journal of Obstetrics and Gynecology,12/1/2019,6,journal-article,Elsevier BV,Michael R Kramer - Emory University; David A Goodman - Centers for Disease Control and Prevention; Nicole L Davis - Centers for Disease Control and Prevention; Jacqueline E Grant - University of North Carolina at Chapel Hill; Jessica P Preslar - Emory University; Andrea E Strahan - Emory University; Amy St Pierre - CDC Foundation; Julie Zaharatos - CDC Foundation; William M Callaghan - Centers for Disease Control and Prevention,,0000-0001-8161-9515; 0000-0002-6372-6170; 0000-0002-9328-5863
"National Rates of Nonadherence to Antihypertensive Medications Among Insured Adults With Hypertension, 2015",10.1161/hypertensionaha.119.13616,Hypertension,12/1/2019,3,journal-article,Ovid Technologies (Wolters Kluwer Health),Tiffany Chang - Centers for Disease Control and Prevention; Sandra L Jackson - Centers for Disease Control and Prevention; Jeffrey M Durthaler - Centers for Disease Control and Prevention; Erika Odom - Centers for Disease Control and Prevention; Soyoun Park - Centers for Disease Control and Prevention; Matthew D Ritchey - Centers for Disease Control and Prevention; Anping Chang - Centers for Disease Control and Prevention; Fleetwood Loustalot - Centers for Disease Control and Prevention,,0000-0002-1652-3581; 0000-0003-1862-6370; 0000-0003-4700-2823; 0000-0003-4810-0572
"Effects of the rotavirus vaccine program across age groups in the United States: analysis of national claims data, 2001–2016",10.1186/s12879-019-3816-7,BMC Infectious Diseases,12/1/2019,2,journal-article,Springer Nature,Julia M Baker - National Center for Immunization and Respiratory Diseases; Julia M Baker - Emory University; Rebecca M Dahl - National Center for Immunization and Respiratory Diseases; Justin Cubilo - Emory University; Umesh D Parashar - National Center for Immunization and Respiratory Diseases; Benjamin A Lopman - National Center for Immunization and Respiratory Diseases; Benjamin A Lopman - Emory University,,
Estimating absolute indoor density of Aedes aegypti using removal sampling,10.1186/s13071-019-3503-y,Parasites & Vectors,12/1/2019,1,journal-article,Springer Nature,Edgar Koyoc-Cardeña - Autonomous University of Yucatán; Pablo Manrique-Saide - Autonomous University of Yucatán; Mike W Dunbar - Emory University; Guadalupe Ayora-Talavera - Autonomous University of Yucatán; Norma Pavía-Ruz - Autonomous University of Yucatán; Azael Cohuo-Rodríguez - Autonomous University of Yucatán; Anuar Medina-Barreiro - Autonomous University of Yucatán; Audrey Lenhart - Centers for Disease Control and Prevention; Gonzalo M Vazquez-Prokopec - Emory University,,0000-0002-0565-1342; 0000-0002-0710-270X; 0000-0002-2829-6945; 0000-0002-9156-4228; 0000-0002-9919-126X; 0000-0003-2651-6331
The economic burden of malaria on households and the health system in a high transmission district of Mozambique,10.1186/s12936-019-2995-4,Malaria Journal,12/1/2019,4,journal-article,Springer Nature,"Sergi Alonso - Queen Mary University of London; Sergi Alonso - University of Barcelona; Francisco Saute - Manhiça Health Research Centre; Abuchahama Saifodine - U.S. President's Malaria Initiative; Eldo Elobolobo - Manhiça Health Research Centre; Amilcar Nacima - Manhiça Health Research Centre; Carlos Chaccour - University of Barcelona; Baltazar Candrinho - Programa Nacional de Controlo da Malaria (NMCP), Maputo, Mozambique; Molly Robertson - Program for Appropriate Technology in Health; Rose Zulliger - U.S. President's Malaria Initiative",,
Using discrete choice experiments to inform the design of complex interventions,10.1186/s13063-019-3186-x,Trials,12/1/2019,1,journal-article,Springer Nature,Fern Terris-Prestholt - London School of Hygiene & Tropical Medicine; Nyasule Neke - National Institute for Medical Research; Jonathan M Grund - Centers for Disease Control and Prevention; Marya Plotkin - Jhpiego; Evodius Kuringe - National Institute for Medical Research; Haika Osaki - National Institute for Medical Research; Jason J Ong - London School of Hygiene & Tropical Medicine; Joseph D Tucker - University of London; Joseph D Tucker - University of North Carolina at Chapel Hill; Gerry Mshana - National Institute for Medical Research; Hally Mahler - Family Health International 360; Helen A Weiss - London School of Hygiene & Tropical Medicine; Mwita Wambura - National Institute for Medical Research,,
Bridging the divide between epilepsy and mental health to drive solutions,10.1016/j.yebeh.2019.106576,Epilepsy & Behavior,12/1/2019,1,journal-article,Elsevier BV,"Rosemarie Kobau - National Center for Chronic Disease Prevention and Health Promotion; Ronald W Manderscheid - National Association of County and Behavioral Health and Developmental Disability Directors and the National Association for Rural Mental Health, United States; Steven Owens - Epilepsy Foundation; W Curt LaFrance - Rhode Island Hospital; Martha Sajatovic - Case Western Reserve University",,0000-0002-3073-668X; 0000-0002-4901-3852
Proactive case detection of common childhood illnesses by community health workers: a systematic review,10.1136/bmjgh-2019-001799,BMJ Global Health,12/1/2019,1,journal-article,BMJ,"Caroline Whidden - London School of Hygiene & Tropical Medicine; Julie Thwing - Centers for Disease Control and Prevention; Julie Gutman - Centers for Disease Control and Prevention; Ethan Wohl - Philadelphia College of Osteopathic Medicine; Clemence Leyrat - London School of Hygiene & Tropical Medicine; Kassoum Kayentao - Université des Sciences, des Techniques et des Technologies de Bamako; Ari Johnson - ZSFG Division of Hospital Medicine, University of California San Francisco, San Francisco, California, USA.; Brian Greenwood - London School of Hygiene & Tropical Medicine; Daniel Chandramohan - London School of Hygiene & Tropical Medicine",,0000-0001-5725-9118; 0000-0001-6769-7322; 0000-0001-6877-0093; 0000-0002-0471-281X; 0000-0002-4097-4577; 0000-0003-0570-4632
"Defining & assessing the quality, usability, and utilization of immunization data",10.1186/s12889-019-6709-1,BMC Public Health,12/1/2019,4,journal-article,Springer Nature,Peter B Bloland - Centers for Disease Control and Prevention; Adam MacNeil - Centers for Disease Control and Prevention,,0000-0003-3337-6584
Menstrual cups and cash transfer to reduce sexual and reproductive harm and school dropout in adolescent schoolgirls: study protocol of a cluster-randomised controlled trial in western Kenya,10.1186/s12889-019-7594-3,BMC Public Health,12/1/2019,3,journal-article,Springer Nature,"Garazi Zulaika - Liverpool School of Tropical Medicine; Feiko O ter Kuile - Liverpool School of Tropical Medicine; Clayton Onyango - Safe Water and AIDS Project (SWAP), Kisumu, Kenya; Maxwell Majiwa - Kenya Medical Research Institute; Carl Henry - Liverpool School of Tropical Medicine; Isaac Ngere - Ministry of Health, Siaya County, Kenya; Godfrey Bigogo - Kenya Medical Research Institute; Louis W Niessen - Liverpool School of Tropical Medicine; Boaz Oyaro - Kenya Medical Research Institute; Jane Juma - Kenya Medical Research Institute; David Obor - Kenya Medical Research Institute; Annemieke van Eijk - Liverpool School of Tropical Medicine; Emily Kerubo - Kenya Medical Research Institute; Tao Chen - Liverpool School of Tropical Medicine; Alie Eleveld - Safe Water and AIDS Project (SWAP), Kisumu, Kenya; Linda Mason - Liverpool School of Tropical Medicine; Emily Zielinski-Gutierrez - Centers for Disease Control and Prevention; Duolao Wang - Liverpool School of Tropical Medicine; Elizabeth Nyothach - Kenya Medical Research Institute; Daniel Kwaro - Kenya Medical Research Institute; Cheryl Pace - Liverpool School of Tropical Medicine; Penelope A Phillips-Howard - Liverpool School of Tropical Medicine",,
Tuberculosis treatment outcomes among people living with HIV diagnosed using Xpert MTB/RIF versus sputum-smear microscopy in Botswana: a stepped-wedge cluster randomised trial,10.1186/s12879-019-4697-5,BMC Infectious Diseases,12/1/2019,1,journal-article,Springer Nature,"Tefera Agizew - Centers for Disease Control and Prevention, Gaborone, Botswana; Tefera Agizew - University of the Witwatersrand; Tefera Agizew - University of Botswana; Violet N Chihota - University of the Witwatersrand; Sambayawo Nyirenda - Centers for Disease Control and Prevention, Gaborone, Botswana; Zegabriel Tedla - Centers for Disease Control and Prevention, Gaborone, Botswana; Andrew F Auld - Centers for Disease Control and Prevention; Unami Mathebula - Centers for Disease Control and Prevention, Gaborone, Botswana; Anikie Mathoma - Centers for Disease Control and Prevention, Gaborone, Botswana; Rosanna Boyd - Centers for Disease Control and Prevention; Anand Date - Centers for Disease Control and Prevention; Sherri L Pals - Centers for Disease Control and Prevention; Phenyo Lekone - Centers for Disease Control and Prevention, Gaborone, Botswana; Alyssa Finlay - Centers for Disease Control and Prevention",,0000-0001-5089-9163; 0000-0002-0862-282X; 0000-0002-2464-843X; 0000-0002-7597-2395; 0000-0003-1444-9266; 0000-0003-1848-7307
"Annual Report to the Nation on the Status of Cancer, Featuring Cancer in Men and Women Age 20–49 Years",10.1093/jnci/djz106,JNCI Journal of the National Cancer Institute,12/1/2019,4,journal-article,Oxford University Press (OUP),,,
Quality of malaria services offered in public health facilities in three provinces of Mozambique: a cross-sectional study,10.1186/s12936-019-2796-9,Malaria Journal,12/1/2019,1,journal-article,Springer Nature,"Baltazar Candrinho - Ministry of Health; Mateusz M Plucinski - Division of Parasitic Diseases and Malaria; James Colborn - Clinton Health Access Initiative; Mariana Altenhofen da Silva - Ministry of Health; Guidion Mathe - Ministry of Health; Mercia Dimene - Ministry of Health; Ana Chico - Clinton Health Access Initiative; Ana Christina Castel-Branco - Clinton Health Access Initiative; Frederico Brito - United Nations Children's Fund; Marcel Andela - Clinton Health Access Initiative; Gabriel De Leon - Division of Parasitic Diseases and Malaria; Abuchahama Saifodine - United States Agency for International Development; Rose Zulliger - United States President's Malaria Initiative, United States Centers for Disease Control and Prevention, Maputo, Mozambique.",,0000-0001-6498-3411; 0000-0001-6622-876X; 0000-0002-2214-8984; 0000-0002-7322-4625; 0000-0003-0193-676X
Enhancing community preparedness: an inventory and analysis of disaster citizen science activities,10.1186/s12889-019-7689-x,BMC Public Health,12/1/2019,2,journal-article,Springer Nature,Ramya Chari - RAND Corporation; Eric G Carbone - Centers for Disease Control and Prevention; Erin Vinoski Thomas - Centers for Disease Control and Prevention; Jaime Madrigano - RAND Corporation; Mary Leinhos - Centers for Disease Control and Prevention; Sohaela Amiri - RAND Corporation; Elizabeth L Petrun Sayers - RAND Corporation; Virginia Kotzias - RAND Corporation; Lori Uscher-Pines - RAND Corporation,,0000-0001-6796-6350; 0000-0001-9272-2411; 0000-0002-2767-6700; 0000-0002-6805-0974; 0000-0002-7154-8562; 0000-0002-8816-0986; 0000-0003-4952-9100
Floor dust erosion during early stages of coal dust explosion development,10.1016/j.ijmst.2019.09.001,International Journal of Mining Science and Technology,12/1/2019,2,journal-article,Elsevier BV,Marcia L Harris - National Institute for Occupational Safety and Health; Michael J Sapko - National Institute for Occupational Safety and Health,,0000-0001-9695-8907
"Factors Associated with HIV Antiretroviral Therapy among Men Who Have Sex with Men in 20 US Cities, 2014",10.1007/s11524-019-00386-w,Journal of Urban Health: Bulletin of the New York Academy of Medicine,12/1/2019,1,journal-article,Springer Nature,Renee Stein - Centers for Disease Control and Prevention; Songli Xu - Centers for Disease Control and Prevention; Mariette Marano - Centers for Disease Control and Prevention; Adanze Eke - Centers for Disease Control and Prevention; Teresa Finlayson - Centers for Disease Control and Prevention; Gabriela Paz-Bailey - Centers for Disease Control and Prevention; Cyprian Wejnert - Centers for Disease Control and Prevention,,
Prevalence of mental disorders and epidemiological associations in post-conflict primary care attendees: a cross-sectional study in the Northern Province of Sri Lanka,10.1186/s12888-019-2064-0,BMC Psychiatry,12/1/2019,1,journal-article,Springer Nature,"Shannon Doherty - Anglia Ruskin University; Susan T Cookson - Centers for Disease Control and Prevention; R Surenthirakumaran - University of Jaffna; Barbara Lopes-Cardozo - Centers for Disease Control and Prevention; Erin Hulland - Centers for Disease Control and Prevention; Sivalingam Kirupakaran - THEME Institute, Colombo, Sri Lanka; Chesmal Siriwardhana - London School of Hygiene & Tropical Medicine",,0000-0001-8825-8070; 0000-0002-6123-1238; 0000-0003-0259-655X; 0000-0003-0525-1856
Nutritional profile of Syrian refugee children before resettlement,10.1186/s13031-019-0208-y,Conflict and Health,12/1/2019,2,journal-article,Springer Nature,Sweetmavourneen Pernitez-Agan - International Organization for Migration; Tarissa Mitchell - Centers for Disease Control and Prevention; Elizabeth Dawson-Hahn - University of Washington; Catherine Yen - International Organization for Migration; Kolitha Wickramage - International Organization for Migration; Elizabeth Dawson-Hahn - Seattle Children's Research Institute; Dominik Zenner - International Organization for Migration,,0000-0002-9200-6180; 0000-0003-1307-9224; 0000-0003-3176-8461
Safety and effectiveness of hormonal contraception for women who use opioids: A systematic review,10.1016/j.contraception.2019.08.006,Contraception,12/1/2019,2,journal-article,Elsevier BV,Angeline Ti - Centers for Disease Control and Prevention; Angeline Ti - Emory University; Maura K Whiteman - Centers for Disease Control and Prevention; Rebecca H Stone - University of Georgia; Kathryn M Curtis - Centers for Disease Control and Prevention,,0000-0001-9035-0124; 0000-0002-5892-3786; 0000-0003-0503-2119
SeqSero2: Rapid and Improved             <i>Salmonella</i>             Serotype Determination Using Whole-Genome Sequencing Data,10.1128/aem.01746-19,Applied and Environmental Microbiology,12/1/2019,1,journal-article,American Society for Microbiology,Shaokang Zhang - Center for Food Safety; Hendrik J Bakker - Center for Food Safety; Shaoting Li - Center for Food Safety; Jessica A Chen - Centers for Disease Control and Prevention; Blake A Dinsmore - Centers for Disease Control and Prevention; Charlotte G Lane - Centers for Disease Control and Prevention; Antje Lauer - Centers for Disease Control and Prevention; Patricia I Fields - Centers for Disease Control and Prevention; Xiangyu Deng - Center for Food Safety,,0000-0003-0415-3701; 0000-0003-0874-2212
Nanoparticle exposure driven circulating bioactive peptidome causes systemic inflammation and vascular dysfunction,10.1186/s12989-019-0304-6,Particle and Fibre Toxicology,12/1/2019,2,journal-article,Springer Nature,Ekaterina Mostovenko - Virginia Commonwealth University; Matthew J Campen - University of New Mexico; Aaron Erdely - National Institute for Occupational Safety and Health; Patti C Zeidler-Erdely - National Institute for Occupational Safety and Health; Aleksandar Vucetic - Virginia Commonwealth University; Lindsey Bishop - National Institute for Occupational Safety and Health; Pretal P Muldoon - Virginia Commonwealth University; Tamara L Young - University of New Mexico; Christopher G Canal - Virginia Commonwealth University; Andrew K Ottens - Virginia Commonwealth University,,0000-0002-2118-3796; 0000-0002-2292-5050; 0000-0002-2557-1673; 0000-0002-4735-2746; 0000-0003-1180-3223
Description and comparison of postpartum use of effective contraception among women with and without diabetes,10.1016/j.contraception.2019.08.008,Contraception,12/1/2019,1,journal-article,Elsevier BV,Jerrine R Morris - Emory University; Naomi K Tepper - National Center for Chronic Disease Prevention and Health Promotion,,0000-0002-7638-2071
Cemented Paste Backfill Geomechanics at a Narrow-Vein Underhand Cut-and-Fill Mine,10.1007/s00603-019-01850-4,Rock Mechanics and Rock Engineering,12/1/2019,1,journal-article,Springer Nature,"Michael Raffaldi - National Institute for Occupational Safety and Health; Eric Zahl - Spokane, WA, USA.; Jerald Richardson - National Institute for Occupational Safety and Health; J B Seymour - National Institute for Occupational Safety and Health; Mark Board - Hecla Mining Company, 6500 N. Mineral Dr., Suite 200, Coeur d'Alene, ID 83815, USA.",,0000-0001-7239-2179; 0000-0002-7971-7631
"Effect of Age, High-Fat Diet, and Rat Strain on Serum Biomarkers and Telomere Length and Global DNA Methylation in Peripheral Blood Mononuclear Cells",10.1038/s41598-018-38192-0,Scientific Reports,12/1/2019,1,journal-article,Springer Nature,James M Antonini - National Institute for Occupational Safety and Health; Aaron Erdely - National Institute for Occupational Safety and Health; Michael L Kashon - National Institute for Occupational Safety and Health; Patti C Zeidler-Erdely - National Institute for Occupational Safety and Health; Greg R Boyce - National Institute for Occupational Safety and Health; Jenny R Roberts - National Institute for Occupational Safety and Health; Katherine A Roach - National Institute for Occupational Safety and Health; Terence Meighan - National Institute for Occupational Safety and Health; Vamsi Kodali - National Institute for Occupational Safety and Health; Rebecca Salmen - National Institute for Occupational Safety and Health; Mohammad Shoeb - National Institute for Occupational Safety and Health,,0000-0001-6177-0568; 0000-0002-2557-1673; 0000-0003-0089-4158; 0000-0003-0649-151X; 0000-0003-1180-3223
Global mortality associated with seasonal influenza epidemics: New burden estimates and predictors from the GLaMOR Project,10.7189/jogh.09.020421,Journal of Global Health,12/1/2019,12,journal-article,International Global Health Society,John Paget - Netherlands Institute for Health Services Research; Lone Simonsen - Roskilde University; Lone Simonsen - George Washington University; Joseph S Bresee - Centers for Disease Control and Prevention; A Danielle Iuliano - Centers for Disease Control and Prevention; Cécile Viboud - National Institutes of Health; Vivek Charu - Stanford University; Vivek Charu - National Institutes of Health; Peter Spreeuwenberg - Netherlands Institute for Health Services Research; Robert J Taylor - Analytica,,
Acrylonitrile butadiene styrene (ABS) and polycarbonate (PC) filaments three-dimensional (3-D) printer emissions-induced cell toxicity,10.1016/j.toxlet.2019.09.013,Toxicology Letters,12/1/2019,1,journal-article,Elsevier BV,Mariana T Farcas - West Virginia University; Mariana T Farcas - National Institute for Occupational Safety and Health; Joanna Matheson - United States Consumer Product Safety Commission; Treye A Thomas - United States Consumer Product Safety Commission; Duane R Hammond - National Institute for Occupational Safety and Health; Chaolong Qi - National Institute for Occupational Safety and Health; Sherri Friend - National Institute for Occupational Safety and Health; Jenifer D Sisler - National Institute for Occupational Safety and Health; Stephen R Jackson - National Institute for Occupational Safety and Health; Michael L Kashon - National Institute for Occupational Safety and Health; William K Mandler - National Institute for Occupational Safety and Health; Lauren N Bowers - National Institute for Occupational Safety and Health; Alycia K Knepp - National Institute for Occupational Safety and Health; Aleksandr B Stefaniak - National Institute for Occupational Safety and Health; Todd A Stueckle - National Institute for Occupational Safety and Health; Vincent Castranova - West Virginia University; Yong Qian - National Institute for Occupational Safety and Health,,0000-0001-6769-2724; 0000-0002-2495-7443; 0000-0002-2575-885X; 0000-0003-0052-9230; 0000-0003-2404-9434; 0000-0003-3914-1460
"Methyl Tertiary-Butyl Ether Exposure from Gasoline in the U.S. Population, NHANES 2001–2012",10.1289/ehp5572,Environmental Health Perspectives,12/1/2019,2,journal-article,Environmental Health Perspectives,Lalith K Silva - Centers for Disease Control and Prevention; Víctor R De Jesús - Centers for Disease Control and Prevention; David L Ashley - Georgia State University; Brittany N Pine - Centers for Disease Control and Prevention; Michael F Espenship - Centers for Disease Control and Prevention; Benjamin C Blount - Centers for Disease Control and Prevention,,
Risk Assessment for Metalworking Fluids and Respiratory Outcomes,10.1016/j.shaw.2019.09.001,Safety and Health at Work,12/1/2019,1,journal-article,Elsevier BV,Robert M Park - National Institute for Occupational Safety and Health,,0000-0001-5849-8292
"Drug overdose deaths at work, 2011–2016",10.1136/injuryprev-2018-043104,Injury Prevention,12/1/2019,6,journal-article,BMJ,Hope M Tiesman - National Institute for Occupational Safety and Health; Lauren Cimineri - National Institute for Occupational Safety and Health; Srinivas Konda - National Institute for Occupational Safety and Health; Dawn N Castillo - National Institute for Occupational Safety and Health,,0000-0002-5478-1215; 0000-0002-8934-4111
Perceived discrimination in bateyes of the Dominican Republic: results from the Everyday Discrimination Scale and implications for public health programs,10.1186/s12889-019-7773-2,BMC Public Health,12/1/2019,1,journal-article,Springer Nature,"Hunter M Keys - University of Amsterdam; Gregory S Noland - Carter Center; Madsen Beau de Rochars - University of Florida Health Science Center; Thomas H Taylor - Center for Surveillance, Epidemiology, and Laboratory Services; Thomas H Taylor - Centers for Disease Control and Prevention; Stephen Blount - Carter Center",,
"An evaluation of a tuberculosis case-finding and treatment program among Syrian refugees—Jordan and Lebanon, 2013–2015",10.1186/s13031-019-0213-1,Conflict and Health,12/1/2019,2,journal-article,Springer Nature,"Andrew T Boyd - Centers for Disease Control and Prevention; M Saiful Qayyum - International Organization for Migration; Hiam Yaacoub - National Tuberculosis Program, Beirut, Lebanon; Ibrahim Almashayek - National Tuberculosis Program, Amman, Jordan; Susan T Cookson - Centers for Disease Control and Prevention; Aleksandar Galev - International Organization for Migration",,0000-0001-6354-6818; 0000-0001-8825-8070
Near Real-Time Surveillance to Assess the Safety of the 9-Valent Human Papillomavirus Vaccine,10.1542/peds.2019-1808,PEDIATRICS,12/1/2019,7,journal-article,American Academy of Pediatrics (AAP),James G Donahue - Marshfield Clinic; Jennifer C Nelson - Kaiser Permanente; Allison L Naleway - Kaiser Permanente; Nicola P Klein - Kaiser Permanente; Lisa A Jackson - Kaiser Permanente; Rulin C Hechter - Kaiser Permanente; Frank DeStefano - Centers for Disease Control and Prevention; Edwin Lewis - Kaiser Permanente; Julianne Gee - Centers for Disease Control and Prevention; Elizabeth R Vickers - Marshfield Clinic; David L McClure - Marshfield Clinic; Kayla E Hanson - Marshfield Clinic; Eric Weintraub - Centers for Disease Control and Prevention; Burney A Kieke - Marshfield Clinic; Matthew F Daley - Kaiser Permanente; Edward A Belongia - Marshfield Clinic,,
Systems modelling as an approach for understanding and building consensus on non-communicable diseases (NCD) management in Cambodia,10.1186/s12913-018-3830-2,BMC Health Services Research,12/1/2019,1,journal-article,Springer Nature,John P Ansah - National University of Singapore; Chhun Loun - Ministry of Health; David B Matchar - Duke University; David B Matchar - National University of Singapore; Hero Kol - Ministry of Health; Vanthy Ly - Centers for Disease Control and Prevention; Victoria Koh - National University of Singapore; Amina M Islam - National University of Singapore; Mondol Loun - Ministry of Health,,0000-0001-9157-4218; 0000-0003-3020-2108
Drug resistance emergence in macaques administered cabotegravir long-acting for pre-exposure prophylaxis during acute SHIV infection,10.1038/s41467-019-10047-w,Nature Communications,12/1/2019,2,journal-article,Springer Nature,Jessica Radzio-Basu - Centers for Disease Control and Prevention; Walid Heneine - Centers for Disease Control and Prevention; William Spreen - Research Triangle Park Foundation; Wei Huang - Monogram Biosciences; Christos J Petropoulos - Monogram Biosciences; Shanon Ellis - Centers for Disease Control and Prevention; Xierong Wei - Centers for Disease Control and Prevention; Alicia Newton - Monogram Biosciences; Susan Ruone - Centers for Disease Control and Prevention; Mian Er Cong - Centers for Disease Control and Prevention; James Mitchell - Centers for Disease Control and Prevention; J Gerardo García-Lerma - Centers for Disease Control and Prevention,,
"Prevalence of low back pain, seeking medical care, and lost time due to low back pain among manual material handling workers in the United States",10.1186/s12891-019-2594-0,BMC Musculoskeletal Disorders,12/1/2019,2,journal-article,Springer Nature,Sue A Ferguson - The Ohio State University; Jay Kapellusch - University of Wisconsin–Milwaukee; Ming-Lun Lu - National Institute for Occupational Safety and Health; Matthew S Thiese - University of Utah; Andrew Merryweather - University of Utah; Kurt T Hegmann - University of Utah; William S Marras - The Ohio State University,,0000-0002-0743-1888; 0000-0002-8291-9111; 0000-0002-9048-9473; 0000-0003-1016-276X; 0000-0003-1193-2869; 0000-0003-4505-2907
"Inconsistent classification of unexplained sudden deaths in infants and children hinders surveillance, prevention and research: recommendations from The 3rd International Congress on Sudden Infant and Child Death",10.1007/s12024-019-00156-9,"Forensic Science, Medicine, and Pathology",12/1/2019,2,journal-article,Springer Nature,"Richard D Goldstein - Boston Children's Hospital; Peter S Blair - University of Bristol; Mary Ann Sens - University of North Dakota; Carrie K Shapiro-Mendoza - Centers for Disease Control and Prevention, Atlanta, USA </br>; Henry F Krous - Rady Children's Hospital-San Diego; Torleiv O Rognum - Oslo University Hospital; Rachel Y Moon - University of Virginia",,
"Systematic review and meta-analysis of tick-borne disease risk factors in residential yards, neighborhoods, and beyond",10.1186/s12879-019-4484-3,BMC Infectious Diseases,12/1/2019,1,journal-article,Springer Nature,Ilya R Fischhoff - Cary Institute of Ecosystem Studies; Sarah Bowden - Cary Institute of Ecosystem Studies; Sarah Bowden - Centers for Disease Control and Prevention; Felicia Keesing - Bard College; Richard S Ostfeld - Cary Institute of Ecosystem Studies,,0000-0001-6956-8284; 0000-0002-3707-9301; 0000-0002-8561-695X
"Lessons from an active surveillance pilot to assess the pneumonia of unknown etiology surveillance system in China, 2016: the need to increase clinician participation in the detection and reporting of emerging respiratory infectious diseases",10.1186/s12879-019-4345-0,BMC Infectious Diseases,12/1/2019,1,journal-article,Springer Nature,"Nijuan Xiang - Chinese Center For Disease Control and Prevention; Zijian Feng - Chinese Center For Disease Control and Prevention; Daxin Ni - Chinese Center For Disease Control and Prevention; Dan Lin - Fujian Provincial Center for Disease Control and Prevention, Fuzhou, Fujian, China.; Suizan Zhou - Centers for Disease Control and Prevention; Pengpeng Xu - Lu’an Prefecture Center for Disease Control and Prevention, Lu’an, China; Lei Gong - Anhui Provincial Center for Disease Control and Prevention; Zhixing Ren - Sichuan Center for Disease Control and Prevention; Ping Guo - Lu'an First People's Hospital; Ruirui Wang - Fuyang Second People's Hospital; Wei Yang - Lu’an Prefecture Center for Disease Control and Prevention, Lu’an, China; Jie Sun - Lu'an Prefecture Center for Disease Control and Prevention, Lu'an, Anhui, China.; Zhen-Tao Ding - Fuyang Prefecture Center for Disease Control and Prevention, Fuyang, Anhui, China.; Carolyn M Greene - Centers for Disease Control and Prevention; Alexander J Millman - Centers for Disease Control and Prevention; Jiabing Wu - Anhui Provincial Center for Disease Control and Prevention; Yu Wang - Beijing Center for Disease Prevention and Control; Ying Song - Centers for Disease Control and Prevention; Guoxia Guo - Fuyang Prefecture Center for Disease Control and Prevention, Fuyang, China; Qun Li - Chinese Center For Disease Control and Prevention",,0000-0001-5231-1351; 0000-0001-8430-2329; 0000-0002-4669-3936; 0000-0002-9603-6950
"Insights into the antigenic advancement of influenza A(H3N2) viruses, 2011–2018",10.1038/s41598-019-39276-1,Scientific Reports,12/1/2019,6,journal-article,Springer Nature,Patricia A Jorquera - Centers for Disease Control and Prevention; David E Wentworth - Centers for Disease Control and Prevention; Jackie Katz - Centers for Disease Control and Prevention; Xiyan Xu - Centers for Disease Control and Prevention; Juan A De La Cruz - Battelle; Juan A De La Cruz - Centers for Disease Control and Prevention; Erin Hodges - Centers for Disease Control and Prevention; John R Barnes - Centers for Disease Control and Prevention; Brian R Mann - Battelle; Brian R Mann - Centers for Disease Control and Prevention; Ha T Nguyen - Battelle; Ha T Nguyen - Centers for Disease Control and Prevention; Anton Chesnokov - Centers for Disease Control and Prevention; Vasiliy P Mishin - Centers for Disease Control and Prevention; Rebecca Garten - Centers for Disease Control and Prevention; Larisa V Gubareva - Centers for Disease Control and Prevention,,
Quality of life reported by survivors after hospitalization for Middle East respiratory syndrome (MERS),10.1186/s12955-019-1165-2,Health and Quality of Life Outcomes,12/1/2019,1,journal-article,Springer Nature,Sarah Batawi - King Abdulaziz University; Nehal Tarazan - King Faisal Specialist Hospital & Research Centre; Rajaa Al-Raddadi - King Abdulaziz University; Eman Al Qasim - National Guard Health Affairs; Anees Sindi - King Abdulaziz University; Sameera Al Johni - King Saud bin Abdulaziz University for Health Sciences; Fahad Al-Hameed - King Saud bin Abdulaziz University for Health Sciences; Yaseen M Arabi - King Saud bin Abdulaziz University for Health Sciences; Timothy M Uyeki - National Center for Immunization and Respiratory Diseases; Basem Alraddadi - Jeddah University,,0000-0001-5338-8668; 0000-0001-5735-6241; 0000-0002-8921-9628; 0000-0003-0231-871X; 0000-0003-1565-1829
